Population name aaPerVar
123887217 NA NA
124180662 NA NA
143772245 NA NA
14910948 NA NA
158533394 NA NA
159505797 NA NA
22038875 NA NA
22134238 NA NA
247615284 NA NA
247921708 NA NA
29012952 NA NA
29080603 NA NA
29142351 NA NA
3119844 NA NA
3406879 NA NA
4674713 NA NA
5021160 NA NA
56086721 NA NA
59132867 NA NA
59211589 NA NA
7847519 NA NA
7950209 NA NA
acb_11:123886282 3.52564102564103 0.117521367521368
acb_11:123908773 4.16666666666667 0.138888888888889
acb_11:124179736 2.26537216828479 0.075512405609493
acb_11:124266306 1.59235668789809 0.0530785562632696
acb_11:4673757 0.313479623824451 0.0104493207941484
acb_11:4702979 0.940438871473354 0.0313479623824451
acb_11:5020213 2.84810126582278 0.0949367088607595
acb_11:56085783 1.91693290734824 0.0638977635782748
acb_11:59131932 0.961538461538462 0.0320512820512821
acb_11:59210642 1.26582278481013 0.0421940928270042
acb_11:6023281 0.819672131147541 0.0273224043715847
acb_11:7846584 1.6025641025641 0.0534188034188034
acb_11:7949265 1.26984126984127 0.0423280423280423
acb_14:20215587 3.18471337579618 0.106157112526539
acb_14:22037934 2.54777070063694 0.0849256900212314
acb_14:22133297 1.91082802547771 0.0636942675159236
acb_16:3405941 1.91693290734824 0.0638977635782748
acb_17:3118915 1.61290322580645 0.053763440860215
acb_19:14909986 3.42679127725857 0.114226375908619
acb_19:9324575 1.91693290734824 0.0638977635782748
acb_1:158532441 3.45911949685535 0.115303983228512
acb_1:159504868 0.645161290322581 0.021505376344086
acb_1:247614331 4.40251572327044 0.146750524109015
acb_1:247920764 1.9047619047619 0.0634920634920635
acb_3:98188421 2.26537216828479 0.075512405609493
acb_6:29011990 0.934579439252336 0.0311526479750779
acb_6:29079668 1.6025641025641 0.0534188034188034
acb_6:29141413 3.19488817891374 0.106496272630458
acb_6:29394471 1.26582278481013 0.0421940928270042
acb_7:143771313 1.60771704180064 0.0535905680600214
asw_11:123886282 3.52564102564103 0.117521367521368
asw_11:123908773 3.52564102564103 0.117521367521368
asw_11:124179736 1.94174757281553 0.0647249190938511
asw_11:124266306 1.27388535031847 0.0424628450106157
asw_11:4673757 0.313479623824451 0.0104493207941484
asw_11:4702979 0.626959247648903 0.0208986415882968
asw_11:5020213 2.84810126582278 0.0949367088607595
asw_11:56085783 0.958466453674121 0.0319488817891374
asw_11:59131932 0.961538461538462 0.0320512820512821
asw_11:59210642 0.949367088607595 0.0316455696202532
asw_11:6023281 0.273224043715847 0.00910746812386157
asw_11:7846584 1.28205128205128 0.0427350427350427
asw_11:7949265 1.9047619047619 0.0634920634920635
asw_14:20215587 1.27388535031847 0.0424628450106157
asw_14:22037934 2.86624203821656 0.0955414012738854
asw_14:22133297 1.91082802547771 0.0636942675159236
asw_16:3405941 1.91693290734824 0.0638977635782748
asw_17:3118915 1.29032258064516 0.043010752688172
asw_19:14909986 3.42679127725857 0.114226375908619
asw_19:9324575 1.91693290734824 0.0638977635782748
asw_1:158532441 2.51572327044025 0.0838574423480084
asw_1:159504868 0.967741935483871 0.032258064516129
asw_1:247614331 3.14465408805031 0.10482180293501
asw_1:247920764 0.952380952380952 0.0317460317460318
asw_3:98188421 2.26537216828479 0.075512405609493
asw_6:29011990 0.623052959501558 0.0207684319833853
asw_6:29079668 1.92307692307692 0.0641025641025641
asw_6:29141413 2.23642172523962 0.0745473908413205
asw_6:29394471 0.632911392405063 0.0210970464135021
asw_7:143771313 1.92926045016077 0.0643086816720257
beb_11:123886282 2.88461538461538 0.0961538461538462
beb_11:123908773 2.88461538461538 0.0961538461538462
beb_11:124179736 1.94174757281553 0.0647249190938511
beb_11:124266306 0.955414012738854 0.0318471337579618
beb_11:4673757 1.56739811912226 0.0522466039707419
beb_11:4702979 0.313479623824451 0.0104493207941484
beb_11:5020213 1.58227848101266 0.0527426160337553
beb_11:56085783 1.2779552715655 0.0425985090521832
beb_11:59131932 0.641025641025641 0.0213675213675214
beb_11:59210642 1.89873417721519 0.0632911392405063
beb_11:6023281 1.09289617486339 0.0364298724954463
beb_11:7846584 1.28205128205128 0.0427350427350427
